mal_id,score,scored_by,rank,popularity,members,favorites,snapshot_date
1495,5.3,139195,9441,6160,353813,191,2026-08-03
1496,6.6,392636,6362,8470,648524,26308,2026-08-03
1497,6.76,415973,722,2118,624491,34803,2026-08-03
1498,7.73,124510,473,2346,211969,23919,2026-08-03
1499,5.67,389550,1837,9413,688567,12243,2026-08-03
1500,7.6,517444,9676,2246,673253,2883,2026-08-03
1501,5.87,95462,8979,9753,161660,25522,2026-08-03
1502,7.44,176528,8111,858,372036,20647,2026-08-03
1503,6.72,146818,172,4856,310135,29429,2026-08-03
1504,6.54,393148,1478,6934,498506,32584,2026-08-03
1505,6.79,135712,4019,9679,230686,21400,2026-08-03
1506,7.17,335912,7541,2018,582036,37540,2026-08-03
1507,8.42,451057,5281,11690,625123,39808,2026-08-03
1508,9.5,502001,98,10525,751538,6580,2026-08-03
1509,6.15,254145,9892,11446,368922,31405,2026-08-03
1510,8.95,140350,7540,6162,310254,38921,2026-08-03
1511,7.35,167699,2306,766,286052,8966,2026-08-03
1512,6.79,444341,4570,4807,544378,9073,2026-08-03
1513,6.78,10034,5379,4403,264407,22429,2026-08-03
1514,5.43,73313,62,11742,180082,25788,2026-08-03
1515,6.17,158360,3578,3339,226616,4953,2026-08-03
1516,8.21,55403,5132,2777,181204,33002,2026-08-03
1517,6.83,496389,304,11066,653370,28474,2026-08-03
1518,6.73,451073,6633,3128,535907,33325,2026-08-03
1519,6.77,280748,8565,3565,446930,38484,2026-08-03
1520,6.66,329315,6832,7152,337763,19447,2026-08-03
1521,4.5,137614,1710,5400,191485,18905,2026-08-03
1522,5.08,171783,4919,2829,244857,10601,2026-08-03
1523,7.35,526032,8616,10535,802993,35795,2026-08-03
1524,5.73,81277,5013,7661,187097,37690,2026-08-03
1525,6.65,465881,8874,3956,608092,252,2026-08-03
1526,7.0,148043,122,1622,367765,27449,2026-08-03
1527,6.47,524014,8087,5769,799079,6555,2026-08-03
1528,5.79,435580,1169,6795,714953,25085,2026-08-03
1529,8.45,72548,81,2355,342136,13229,2026-08-03
1530,6.65,257558,2522,3477,472577,33609,2026-08-03
1531,5.6,567315,1134,3484,848638,17646,2026-08-03
1532,8.47,511134,4403,1795,582875,13755,2026-08-03
1533,4.98,215084,8347,233,401649,37564,2026-08-03
1534,5.47,575651,2763,11752,600326,16457,2026-08-03
1536,6.02,371459,8530,4594,650565,1160,2026-08-03
1537,6.74,494552,9989,5986,645342,7460,2026-08-03
1538,5.17,4372,5243,10509,267967,34088,2026-08-03
1539,6.33,450719,4587,2716,468039,30107,2026-08-03
1540,6.18,202319,3501,10768,204623,5675,2026-08-03
1541,7.21,379889,8991,9728,559087,1543,2026-08-03
1542,4.54,497270,2806,3736,560684,30911,2026-08-03
1543,7.48,489152,7294,6894,724313,32542,2026-08-03
1544,6.22,567556,8425,1087,589418,23127,2026-08-03
1545,8.66,410080,4319,9020,498975,33546,2026-08-03
1546,6.65,502753,6540,11162,712730,7138,2026-08-03
1547,4.89,105114,1611,8369,187214,8779,2026-08-03
1548,6.22,38928,7882,2405,102015,38642,2026-08-03
1549,5.86,48965,5373,7541,177162,33501,2026-08-03
1550,6.04,464242,3573,1641,589039,21171,2026-08-03
1551,7.66,98661,4487,11648,374806,18370,2026-08-03
1552,6.22,80558,1678,2497,244802,14874,2026-08-03
1553,6.04,560245,7314,8811,600381,3512,2026-08-03
1554,6.01,537767,4808,406,691818,15207,2026-08-03
1555,5.85,523329,9541,8163,789635,23999,2026-08-03
1556,5.98,534271,619,2240,741579,37033,2026-08-03
1557,7.59,184053,9012,5685,342384,16675,2026-08-03
1558,6.78,494319,9377,5845,628806,35712,2026-08-03
1559,6.88,14265,9250,9041,99969,4715,2026-08-03
1560,6.83,503305,3333,11371,706996,31916,2026-08-03
1561,7.61,562551,470,2484,775923,27846,2026-08-03
1562,4.78,395930,6781,7136,634128,5119,2026-08-03
1563,8.04,34129,9641,8917,105607,2606,2026-08-03
1564,9.19,17429,1183,5365,67600,9822,2026-08-03
1565,6.86,66211,7116,5033,307293,9192,2026-08-03
1566,8.97,134970,6249,10033,334994,21955,2026-08-03
1567,7.15,47666,2932,5481,62468,22506,2026-08-03
1568,5.94,504981,14,4927,579738,30734,2026-08-03
1569,6.6,392448,5859,1521,646260,7511,2026-08-03
1570,5.11,8969,3996,7223,161757,32486,2026-08-03
1571,6.17,526935,1406,5113,554987,13518,2026-08-03
1572,4.92,505264,7961,8987,786685,5096,2026-08-03
1573,6.4,347231,7010,9474,586331,12981,2026-08-03
1574,7.64,424380,3032,8229,442807,28304,2026-08-03
1575,6.68,303827,601,1690,385254,20656,2026-08-03
1576,7.28,421812,2224,2239,645327,18220,2026-08-03
1577,6.63,396631,1866,3404,470946,16788,2026-08-03
1578,6.51,183276,3518,2594,374916,15952,2026-08-03
1579,7.24,312922,4321,9563,546033,33564,2026-08-03
1580,7.82,374431,7759,10242,505201,15902,2026-08-03
1581,5.23,351362,9220,1087,445456,17541,2026-08-03
1582,7.87,536214,1725,4368,568974,30990,2026-08-03
1583,8.17,284449,3823,5539,491917,13666,2026-08-03
1584,5.48,407617,5551,7780,667538,5370,2026-08-03
1585,6.45,301042,9466,429,517432,27073,2026-08-03
1586,9.39,248345,3680,11040,535804,32784,2026-08-03
1587,6.54,24744,966,7726,286369,10892,2026-08-03
1588,6.86,20526,3408,1931,312994,8648,2026-08-03
1589,7.44,151652,6644,3361,238869,12544,2026-08-03
1590,8.24,415119,1800,2975,553621,27116,2026-08-03
1591,6.22,229562,1719,6384,402862,7050,2026-08-03
1592,5.53,595762,3710,3795,739425,17847,2026-08-03
1593,7.65,105767,1018,1166,254326,28463,2026-08-03
1594,6.57,109268,780,5105,320222,10597,2026-08-03
1595,6.79,41976,4225,8224,172185,21579,2026-08-03
1596,6.37,446634,9695,1634,479816,13471,2026-08-03
1597,8.25,122141,5070,266,229717,8880,2026-08-03
1598,5.5,96985,4901,5196,160496,8969,2026-08-03
1599,6.48,75732,8181,4943,201954,7297,2026-08-03
1600,7.92,365772,5498,3569,515648,21734,2026-08-03
1601,7.19,339373,34,2277,432385,23818,2026-08-03
1602,5.88,289820,9905,4626,563762,33216,2026-08-03
1603,8.51,357784,5991,5965,585636,33096,2026-08-03
1604,6.7,164143,6013,425,369466,16983,2026-08-03
1605,7.4,396938,664,11476,664928,33561,2026-08-03
1606,7.3,62360,2306,127,205936,30924,2026-08-03
1607,5.64,169674,2868,9111,244077,10169,2026-08-03
1608,8.37,202460,22,4472,391110,6056,2026-08-03
1609,7.42,31644,2699,10538,197489,34784,2026-08-03
1610,7.35,43423,8855,282,287882,4780,2026-08-03
1611,6.82,349588,4304,4718,416778,30781,2026-08-03
1612,7.24,38681,6317,3638,131581,22577,2026-08-03
1613,7.27,466731,9433,226,599107,20911,2026-08-03
1614,7.42,22368,9876,7044,308964,37132,2026-08-03
1615,7.12,348165,4479,6083,569564,29111,2026-08-03
1616,6.94,439071,5861,3604,733745,1353,2026-08-03
1617,6.2,523631,4621,11065,619186,12080,2026-08-03
1618,8.6,287711,1813,11799,330662,21702,2026-08-03
1619,6.25,30692,6207,245,233109,10636,2026-08-03
1620,9.5,151913,3642,1353,330089,21122,2026-08-03
1621,5.93,95549,2572,9835,328610,9108,2026-08-03
1622,6.13,377130,9898,3440,504346,31129,2026-08-03
1623,7.38,165012,3031,2478,428214,2964,2026-08-03
1624,7.35,255847,9900,7983,367810,5564,2026-08-03
1625,6.39,451688,6170,11724,504828,18410,2026-08-03
1626,5.26,471831,3559,2240,547608,15367,2026-08-03
1627,6.35,302426,4845,5780,431909,12842,2026-08-03
1628,7.59,185883,9429,2624,433786,36302,2026-08-03
1629,6.35,258351,8964,11138,295656,28963,2026-08-03
1630,6.35,159011,2545,1174,264041,9057,2026-08-03
1631,7.65,202419,5516,4025,214729,37352,2026-08-03
1632,5.56,459098,3420,2078,640756,31385,2026-08-03
1633,4.74,357883,1612,4503,469145,1997,2026-08-03
1634,5.83,452522,2368,7993,686891,12008,2026-08-03
1635,7.8,411805,4263,8667,577439,28930,2026-08-03
1636,6.48,126658,96,6772,139024,37928,2026-08-03
1637,6.95,442685,9786,3792,509941,20953,2026-08-03
1638,6.47,137853,3049,2415,196654,12847,2026-08-03
1639,9.3,595291,4773,11438,839372,3413,2026-08-03
1640,5.23,307318,3164,7287,545706,10237,2026-08-03
1641,6.92,415132,2304,8524,519485,27950,2026-08-03
1642,5.61,28881,6353,4148,55576,35605,2026-08-03
1643,4.84,534758,1406,11425,622991,13565,2026-08-03
1644,8.61,140045,9311,11718,153641,3417,2026-08-03
1645,7.77,1458,1798,7786,43061,22618,2026-08-03
1646,6.35,268181,3965,1047,304904,22853,2026-08-03
1647,6.46,540570,5772,8286,655467,3282,2026-08-03
1648,6.42,400461,8994,4297,549222,2375,2026-08-03
1649,7.88,586396,1531,1749,694458,23983,2026-08-03
1650,5.99,547139,7807,683,654026,21037,2026-08-03
1651,5.38,442980,6056,4046,615500,23913,2026-08-03
1652,6.44,149425,9168,710,199846,4370,2026-08-03
1653,7.55,7273,7570,2929,87768,31401,2026-08-03
1654,5.05,389495,6073,4913,422597,27959,2026-08-03
1655,5.42,495324,9103,11715,561892,10949,2026-08-03
1656,6.49,526112,7877,10691,680460,33037,2026-08-03
1657,6.37,77238,3170,4837,103430,19032,2026-08-03
1658,6.96,469250,9497,9545,716482,31122,2026-08-03
1659,6.54,396471,264,287,672205,24038,2026-08-03
1660,6.98,210520,1245,4234,307097,15992,2026-08-03
1661,6.81,120056,5387,609,296469,6313,2026-08-03
1662,7.15,34784,4287,7680,106327,22047,2026-08-03
1663,6.32,196469,9342,1496,253985,16534,2026-08-03
1664,6.82,24560,6680,6936,134438,23921,2026-08-03
1665,8.09,135279,2315,341,288374,35799,2026-08-03
1666,6.71,90694,3416,2347,104322,32483,2026-08-03
1667,6.31,228114,1465,954,429071,3736,2026-08-03
1668,7.84,4224,3779,5504,167607,18273,2026-08-03
1669,6.78,275763,3973,6841,392434,25825,2026-08-03
1670,6.45,450432,4202,7504,724016,255,2026-08-03
1671,8.45,222893,3323,9907,352085,29361,2026-08-03
1672,6.59,323906,6688,5833,398270,1896,2026-08-03
1673,5.69,131850,3870,7086,411126,35710,2026-08-03
1674,6.83,482729,6966,7083,694240,28516,2026-08-03
1675,7.77,196857,4775,9516,486371,38265,2026-08-03
1676,6.74,500273,9884,8127,753073,24925,2026-08-03
1677,7.07,76458,6350,5402,229977,31653,2026-08-03
1678,6.84,97821,1871,5053,378991,34454,2026-08-03
1679,6.66,283374,7587,816,379242,15274,2026-08-03
1680,6.11,157708,592,8084,336911,18047,2026-08-03
1681,7.93,428396,2755,686,539926,903,2026-08-03
1682,8.63,444545,3920,7694,518364,18902,2026-08-03
1683,9.44,385829,6233,8893,600742,32315,2026-08-03
1684,5.87,69269,8790,10858,217430,27458,2026-08-03
1685,7.8,370829,8103,3537,658631,28464,2026-08-03
1686,5.53,550504,2607,10657,798443,26782,2026-08-03
1687,6.09,373825,523,9763,387292,11470,2026-08-03
1688,7.96,207146,749,11419,355137,30644,2026-08-03
1689,7.04,5519,2257,5490,133233,36650,2026-08-03
1690,5.82,360682,3437,5627,373824,14885,2026-08-03
1691,6.81,347171,2331,3916,446784,23117,2026-08-03
1692,5.27,277525,5636,1819,356637,3359,2026-08-03
1693,6.55,452844,3804,5312,475328,6155,2026-08-03
1694,7.18,476297,8910,1764,493681,27255,2026-08-03
1695,7.73,499231,4217,1664,696604,11400,2026-08-03
1696,5.45,15301,9888,7070,47344,15771,2026-08-03
1697,5.91,566576,3729,11088,642464,6560,2026-08-03
1698,8.29,526970,2495,937,708407,9529,2026-08-03
1699,7.59,112767,6080,7235,242907,24821,2026-08-03
1700,8.37,25962,3328,10599,176508,19615,2026-08-03
1701,5.95,507810,259,6685,762378,9648,2026-08-03
1702,4.81,224506,1367,878,310295,33002,2026-08-03
1703,6.4,338417,7931,1867,571494,1773,2026-08-03
1704,6.62,85408,5207,838,282051,688,2026-08-03
1705,6.85,36377,2787,9740,149074,20733,2026-08-03
1706,8.08,9422,5702,4876,118276,4519,2026-08-03
1707,7.58,468591,3993,4007,560042,18413,2026-08-03
1708,5.37,3563,3868,2848,56226,2076,2026-08-03
1709,7.24,593302,207,7633,639366,33451,2026-08-03
1710,6.12,269962,1871,7106,323245,15833,2026-08-03
1711,6.83,389851,4339,10529,433280,19928,2026-08-03
1712,6.92,415136,3049,7431,596552,28045,2026-08-03
1713,6.84,435946,1746,2204,511062,26337,2026-08-03
1714,5.5,481551,4694,763,534164,10880,2026-08-03
1715,7.32,445371,1810,1174,553741,29965,2026-08-03
1716,6.35,195083,6501,8715,351021,27633,2026-08-03
1717,4.64,406822,9031,9155,675478,15170,2026-08-03
1718,8.91,238540,2376,11583,280831,38929,2026-08-03
1719,9.01,52802,8901,7401,251521,11173,2026-08-03
1720,7.75,92255,876,7872,374521,21942,2026-08-03
1721,5.78,141870,8951,6705,198683,22013,2026-08-03
1722,9.12,454185,3986,1552,495539,26744,2026-08-03
1723,7.55,435048,6726,3571,490236,31991,2026-08-03
1724,5.15,556666,213,8186,645059,5047,2026-08-03
1725,5.28,204416,7704,10059,426451,34539,2026-08-03
1726,8.07,59516,5854,4848,187746,24361,2026-08-03
1727,5.61,130169,3569,9892,211462,10110,2026-08-03
1728,5.96,193706,6898,2941,363878,6976,2026-08-03
1729,5.96,102912,1538,5144,212916,25543,2026-08-03
1730,6.2,547139,5012,5937,725177,37974,2026-08-03
1731,7.79,197823,1055,1091,371115,13523,2026-08-03
1732,7.59,143195,4813,184,207646,11823,2026-08-03
1733,5.12,241183,3846,7109,274338,20501,2026-08-03
1734,5.28,325562,4436,2545,478704,2029,2026-08-03
1735,5.85,368589,1068,5511,417226,27307,2026-08-03
1736,6.1,565841,5097,10425,600895,8807,2026-08-03
1737,7.38,80289,6281,5236,118303,17519,2026-08-03
1738,6.43,504115,2839,2751,705514,37355,2026-08-03
1739,6.8,568582,3777,5007,670179,8321,2026-08-03
1740,8.89,197444,8477,8828,340085,39627,2026-08-03
1741,5.64,267259,2880,4658,287805,16334,2026-08-03
1742,6.6,282554,5692,2673,390614,36673,2026-08-03
1743,4.66,442946,1575,7706,592518,26542,2026-08-03
1744,7.86,39963,4502,4667,219337,26353,2026-08-03
1745,6.36,23829,7215,1345,251966,5304,2026-08-03
1746,7.08,411739,5338,1,664625,22207,2026-08-03
1747,5.89,590822,7127,9429,686561,33900,2026-08-03
1748,6.85,351902,5623,5094,567315,2995,2026-08-03
1749,7.47,176470,2131,5414,351079,3660,2026-08-03
1750,5.61,75310,4006,6672,291935,36663,2026-08-03
1751,6.71,83826,5464,1378,158909,13667,2026-08-03
1752,6.35,550143,5367,6799,748300,9622,2026-08-03
1753,5.88,396358,2467,3215,525601,14581,2026-08-03
1754,6.17,231019,7553,7563,297047,28059,2026-08-03
1755,6.68,581692,4467,11209,838746,18809,2026-08-03
1756,7.09,482525,6379,7631,616563,27528,2026-08-03
1757,8.02,490442,3273,4884,677402,5794,2026-08-03
1758,6.47,49270,6528,5851,195897,33186,2026-08-03
1759,8.76,443697,2133,6744,636301,28179,2026-08-03
1760,6.59,83003,9584,10907,120776,23712,2026-08-03
1761,7.24,334242,6583,6986,598635,5023,2026-08-03
1762,7.06,562,6282,8972,148710,9660,2026-08-03
1763,5.85,71592,3794,60,217414,11837,2026-08-03
1764,7.75,254223,4152,898,535732,23246,2026-08-03
1765,6.46,255970,7435,8198,368755,22264,2026-08-03
1766,7.68,343713,2728,11830,482315,14816,2026-08-03
1767,8.76,502837,6005,1251,662405,33137,2026-08-03
1768,5.81,439232,3442,10191,607102,34562,2026-08-03
1769,6.93,548396,5915,8501,708563,7258,2026-08-03
1770,6.44,216018,9371,1503,267926,35906,2026-08-03
1771,6.7,181955,7591,3968,346405,3419,2026-08-03
1772,8.51,203076,6580,1444,358841,12897,2026-08-03
1773,7.72,41385,169,7370,141899,28908,2026-08-03
1774,6.51,576199,7081,3890,736099,20026,2026-08-03
1775,6.29,280365,1345,10128,460274,6758,2026-08-03
1776,6.47,98314,4097,2196,108368,8103,2026-08-03
1777,8.54,373624,9314,6250,585444,9578,2026-08-03
1778,7.81,4570,5763,8066,11401,8497,2026-08-03
1779,7.01,486307,2111,4163,627465,12551,2026-08-03
1780,7.07,351434,2416,10351,450091,33827,2026-08-03
1781,6.71,376532,9945,5589,535046,2740,2026-08-03
1782,7.94,272694,5807,7069,380773,8827,2026-08-03
1783,6.22,216510,9693,378,421643,5789,2026-08-03
1784,6.23,84010,5395,1987,93096,16810,2026-08-03
1785,5.24,272726,3824,5041,514689,28878,2026-08-03
1786,5.82,59530,6453,8085,356437,522,2026-08-03
1787,7.62,561274,8791,27,659566,7270,2026-08-03
1788,6.13,535224,6921,7946,805833,26847,2026-08-03
1789,8.57,341763,5856,10424,591770,13160,2026-08-03
1790,6.5,166846,7494,4530,431534,5710,2026-08-03
1791,6.94,124039,4395,10046,383523,26634,2026-08-03
1792,4.7,326272,9812,6993,385778,15580,2026-08-03
1793,7.36,201481,7789,10686,222214,10183,2026-08-03
1794,5.85,225908,6721,9066,386978,3209,2026-08-03
1795,7.54,315085,7187,3966,606303,24568,2026-08-03
1796,6.84,17038,671,10078,198943,28676,2026-08-03
1797,5.54,414779,9819,11320,572495,10047,2026-08-03
1798,5.47,382633,3564,9128,405953,16125,2026-08-03
1799,5.94,228611,6479,42,424006,29226,2026-08-03
1800,7.55,529897,1123,2510,564804,37535,2026-08-03
1801,5.93,450804,4007,8477,596293,22052,2026-08-03
1802,8.19,505293,4315,10628,516119,13788,2026-08-03
1803,7.08,3302,6635,11370,143569,15803,2026-08-03
1804,7.34,53928,4134,7576,79956,29819,2026-08-03
1805,6.13,383526,1702,3658,630049,22463,2026-08-03
1806,6.87,490806,3896,2369,604001,35163,2026-08-03
1807,5.1,380215,726,2546,644190,34803,2026-08-03
1808,5.6,317119,1668,4123,550923,26253,2026-08-03
1809,6.83,583477,8491,11680,767610,14215,2026-08-03
1810,7.71,484396,317,1276,498712,30164,2026-08-03
1811,6.8,482857,7086,11481,625262,39160,2026-08-03
1812,4.19,383403,6584,11090,508318,16393,2026-08-03
1813,6.52,61100,1399,3501,300365,15114,2026-08-03
1814,6.61,199269,8070,10408,224977,20310,2026-08-03
1815,7.0,463582,181,10883,497379,3388,2026-08-03
1816,5.39,409268,6801,3888,423474,30869,2026-08-03
1817,8.39,135160,2727,5281,238985,10434,2026-08-03
1818,8.02,595680,5218,7398,673617,17318,2026-08-03
1819,6.33,115188,3504,6260,389222,29510,2026-08-03
1820,9.26,227399,8800,4579,461476,32558,2026-08-03
1821,6.37,255234,3025,7257,425916,11084,2026-08-03
1822,6.1,505581,9389,174,713618,27652,2026-08-03
1823,5.5,391803,1077,10429,394157,27275,2026-08-03
1824,8.06,314867,3706,10999,369857,10616,2026-08-03
1825,7.97,421270,335,6340,441671,16405,2026-08-03
1826,7.76,120554,6124,9153,357813,37619,2026-08-03
1827,6.71,348746,6521,11938,479036,9089,2026-08-03
1828,7.34,599642,4528,8428,613793,695,2026-08-03
1829,7.14,87199,5346,1384,90433,31468,2026-08-03
1830,6.17,171338,8898,4007,215060,12422,2026-08-03
1831,7.71,476339,440,3150,529750,2150,2026-08-03
1832,6.38,266470,4152,8862,467741,15205,2026-08-03
1833,4.81,480228,6354,4585,724910,14718,2026-08-03
1834,7.4,495867,4329,9506,620774,27548,2026-08-03
1835,6.51,559736,3559,1919,583379,35491,2026-08-03
1836,7.65,54464,4898,7821,294022,27112,2026-08-03
1837,5.03,380144,2456,8385,533150,37055,2026-08-03
1838,8.22,532033,9503,171,710165,39911,2026-08-03
1839,5.55,428029,8977,7805,464512,2223,2026-08-03
1840,6.0,592946,7675,9655,806947,12051,2026-08-03
1841,7.8,440317,8842,10702,531699,11015,2026-08-03
1842,7.78,150548,4587,6211,264623,1488,2026-08-03
1843,5.58,200494,2304,9811,380288,20032,2026-08-03
1844,5.76,401622,8712,7846,541506,22334,2026-08-03
1845,7.31,326626,4057,7276,402689,26892,2026-08-03
1846,7.68,577896,2957,689,856786,14997,2026-08-03
1847,9.1,342365,9449,10844,637062,8642,2026-08-03
1848,7.3,80494,5936,6697,213403,11392,2026-08-03
1849,6.89,531664,1288,11495,536139,2718,2026-08-03
1850,5.43,154787,4876,6006,239259,17808,2026-08-03
1851,7.07,282630,294,1601,496381,23308,2026-08-03
1852,6.49,418088,8895,3091,448134,13226,2026-08-03
1853,5.26,447449,7298,9739,474125,10071,2026-08-03
1854,6.46,105067,1751,9266,347398,28340,2026-08-03
1855,7.32,125446,3904,3717,421279,9800,2026-08-03
1856,7.06,357504,8775,10349,623542,24386,2026-08-03
1857,6.52,173382,1814,5076,184551,12037,2026-08-03
1858,6.44,137114,1149,2914,319426,19695,2026-08-03
1859,4.54,270909,5614,4986,427657,30316,2026-08-03
1860,7.08,234123,9362,769,506980,14846,2026-08-03
1861,7.15,301525,5806,7913,307497,14955,2026-08-03
1862,6.87,400996,2520,542,474568,14481,2026-08-03
1863,9.2,61996,1782,11645,115558,7458,2026-08-03
1864,6.14,515709,1078,8548,688811,17435,2026-08-03
1865,7.54,254629,7886,7810,424996,5411,2026-08-03
1866,8.03,452725,5316,174,539459,2808,2026-08-03
1867,7.17,315716,2387,7400,554366,32990,2026-08-03
1868,6.73,298442,8073,9809,391735,9421,2026-08-03
1869,7.71,420187,9666,3002,431266,22735,2026-08-03
1870,9.39,536260,3809,4543,588958,22317,2026-08-03
1871,6.02,160436,9340,8827,315115,24540,2026-08-03
1872,8.77,47499,4073,2164,218471,21417,2026-08-03
1873,7.63,55369,6444,5007,199700,4676,2026-08-03
1874,6.56,336822,8469,1235,459755,38439,2026-08-03
1875,6.23,266763,5459,11338,303614,32595,2026-08-03
1876,5.4,540444,7055,1972,610367,26913,2026-08-03
1877,8.32,1313,4738,2521,242542,3597,2026-08-03
1878,8.45,321439,8277,689,421973,38863,2026-08-03
1879,7.09,227568,9731,3394,306581,2517,2026-08-03
1880,7.0,548908,8777,5773,609614,5816,2026-08-03
1881,5.97,420202,7842,2886,713127,34351,2026-08-03
1882,6.26,581385,3165,7506,641241,13823,2026-08-03
1883,6.49,559880,7266,8527,677243,39227,2026-08-03
1884,4.91,484366,9246,579,527010,28503,2026-08-03
1885,7.61,452548,3396,4976,477368,16324,2026-08-03
1886,7.27,34444,5428,3505,106067,15753,2026-08-03
1887,5.59,504897,1766,6082,562659,18567,2026-08-03
1888,7.96,275878,5264,390,307064,3798,2026-08-03
1889,4.53,219422,8527,8356,518232,31356,2026-08-03
1890,5.84,261312,491,9508,538167,5218,2026-08-03
1891,4.0,291982,4448,6772,348743,25404,2026-08-03
1892,6.95,353685,6623,913,436056,283,2026-08-03
1893,7.85,491336,6046,8498,729108,36963,2026-08-03
1894,7.06,13053,712,11627,190640,35547,2026-08-03
1895,6.56,35779,1359,5348,328741,9220,2026-08-03
1896,7.65,16032,9099,2445,92921,16463,2026-08-03
1897,7.73,237859,2499,6231,277485,24956,2026-08-03
1898,7.29,429120,7442,1516,433476,32867,2026-08-03
1899,7.38,510319,1039,742,725861,14457,2026-08-03
1900,7.53,109179,160,5601,168303,5641,2026-08-03
1901,6.68,379202,6331,7426,597294,6569,2026-08-03
1902,7.09,275935,2051,2499,462369,30007,2026-08-03
1903,7.56,472079,9901,3763,612290,16192,2026-08-03
1904,9.5,424670,3673,2750,583197,27969,2026-08-03
1905,4.13,253663,9873,6653,300584,21786,2026-08-03
1906,6.99,39771,7223,4762,244455,34157,2026-08-03
1907,5.57,258928,7677,65,472415,4716,2026-08-03
1908,6.67,207353,1211,7248,314253,6997,2026-08-03
1909,7.57,308492,4577,3727,354649,15238,2026-08-03
1910,6.39,595616,3837,5902,653709,15987,2026-08-03
1911,4.65,225359,7478,3857,428690,6810,2026-08-03
1912,4.6,531673,6163,5400,792358,15974,2026-08-03
1913,9.5,287264,6399,7215,393519,2197,2026-08-03
1914,6.64,240619,1990,6367,409092,8939,2026-08-03
1915,6.8,420605,1666,4850,530985,21483,2026-08-03
1916,5.7,249365,8864,6474,381718,26062,2026-08-03
1917,9.27,408847,908,1363,437946,21420,2026-08-03
1918,7.17,270951,1438,3785,404270,89,2026-08-03
1919,7.56,588417,3573,1206,801690,4031,2026-08-03
1920,5.46,433238,9928,2270,624450,8296,2026-08-03
1921,4.0,301889,3660,477,366623,10203,2026-08-03
1922,6.28,444635,7577,7120,711314,17961,2026-08-03
1923,6.09,188913,6592,7442,369895,6674,2026-08-03
1924,6.46,336965,6791,4215,424690,16927,2026-08-03
1925,5.54,122288,760,6981,162287,16885,2026-08-03
1926,6.46,365110,8695,7847,395358,39970,2026-08-03
1927,6.6,409626,2926,11870,534033,26017,2026-08-03
1928,5.96,76480,9658,9303,358072,32103,2026-08-03
1929,6.39,592237,1399,1205,669808,4229,2026-08-03
1930,7.73,412532,5977,9104,656285,19124,2026-08-03
1931,7.87,261852,2722,10294,279667,16573,2026-08-03
1932,7.1,41725,2815,10432,290033,28936,2026-08-03
1933,7.39,67664,8926,7700,304168,16615,2026-08-03
1934,6.81,415274,5440,1498,587321,1286,2026-08-03
1935,6.35,268865,781,211,337444,13759,2026-08-03
1936,8.09,555141,4452,11188,677206,9338,2026-08-03
1937,6.87,587969,6495,3623,604768,8134,2026-08-03
1938,6.2,216864,1054,310,218616,25538,2026-08-03
1939,5.93,347880,1557,8025,638454,26697,2026-08-03
1940,6.54,136389,5208,298,292430,39976,2026-08-03
1941,6.48,348015,2665,2182,544300,36230,2026-08-03
1942,7.37,246927,5015,8142,431344,26525,2026-08-03
1943,8.89,167388,7586,7297,338584,35615,2026-08-03
1944,8.07,290284,4174,5878,569955,34983,2026-08-03
1945,7.07,231381,5972,9770,425306,11875,2026-08-03
1946,6.28,93050,8983,3662,150135,1210,2026-08-03
1947,9.5,1089,9347,7615,290181,2564,2026-08-03
1948,9.1,397821,128,8422,672335,12839,2026-08-03
1949,5.84,294901,4038,11969,500591,37512,2026-08-03
1950,4.52,222005,8411,5989,496091,36763,2026-08-03
1951,6.88,596587,9624,4663,602071,38177,2026-08-03
1952,8.53,116178,6981,2220,139835,25280,2026-08-03
1953,7.65,272202,8450,5397,404004,37214,2026-08-03
1954,7.49,521515,7815,8623,695459,20288,2026-08-03
1955,8.4,103115,3168,5183,348417,1683,2026-08-03
1956,6.76,200513,3872,3099,304992,26801,2026-08-03
1957,9.5,145459,3898,5138,352288,21703,2026-08-03
1958,9.09,146937,1227,4785,215024,27789,2026-08-03
1959,4.0,156524,4121,1207,176790,12760,2026-08-03
1960,7.79,117056,9783,1528,202003,9674,2026-08-03
1961,7.11,567800,4642,6869,692980,36543,2026-08-03
1962,7.35,357130,5454,7024,532700,443,2026-08-03
1963,6.03,201497,479,8513,234854,11671,2026-08-03
1964,5.79,193167,5525,11085,290510,1541,2026-08-03
1965,7.72,113551,3421,4143,205065,20282,2026-08-03
1966,7.21,191677,3894,11244,231414,15162,2026-08-03
1967,7.26,504219,912,9163,549804,8262,2026-08-03
1968,6.17,300468,8971,2381,594890,4082,2026-08-03
1969,7.46,580788,6867,5992,609583,32992,2026-08-03
1970,6.72,447808,2899,5928,587885,30224,2026-08-03
1971,8.5,286325,867,7111,505729,5673,2026-08-03
1972,6.84,548331,1167,11591,581468,24760,2026-08-03
1973,5.65,351446,1217,11305,555446,26317,2026-08-03
1974,6.68,489358,2188,9121,764925,23666,2026-08-03
1975,6.39,583892,1942,7722,722093,86,2026-08-03
1976,6.58,503332,4674,954,749352,18686,2026-08-03
1977,6.2,308436,1104,1501,525591,2302,2026-08-03
1978,6.98,185689,4736,9263,192886,31044,2026-08-03
1979,7.91,494031,7549,11051,686120,21883,2026-08-03
1980,8.89,267262,4226,10961,355817,10873,2026-08-03
